"DATA,tick_ms,scene,lux,pv_ok,pv_v,pv_i,pv_p,home_ok,home_v,home_i,home_p,home_soc,load_ok,load_v,load_i,load_p,car_soc,s3_valid,s3_v,s3_soc,s3_hr,s3_spo2,s3_state,pvsrc,hsrc,rigid,led,fan,qi,hchg,cchg,v2h"
"DATA,10012,0,2431.7,1,10.904,0.000,0.000,1,7.851,0.011,0.090,81.0,1,4.832,0.188,0.904,67,0,-1.000,-1.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,20023,0,2420.0,1,10.645,0.141,1.495,1,7.871,0.011,0.090,81.0,1,4.948,0.197,0.973,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,0,0,0"
"DATA,30063,0,2419.2,1,9.322,0.675,5.907,1,8.018,0.011,0.092,81.0,1,4.948,0.198,0.981,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,40083,0,2395.8,1,8.565,0.981,8.415,1,8.027,0.011,0.092,81.0,1,4.938,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,50091,0,2393.3,1,8.570,0.981,8.426,1,8.033,0.011,0.092,81.0,1,4.937,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,60128,0,2405.8,1,8.577,0.981,8.434,1,8.038,0.011,0.092,81.0,1,4.937,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,70169,0,2399.2,1,8.580,0.981,8.434,1,8.043,0.011,0.092,81.0,1,4.937,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,80171,0,2400.8,1,8.588,0.983,8.458,1,8.047,0.011,0.092,81.0,1,4.938,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,90213,0,2398.3,1,8.583,0.981,8.436,1,8.047,0.011,0.092,81.0,1,4.937,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,100224,0,2396.7,1,8.591,0.984,8.468,1,8.051,0.011,0.092,81.0,1,4.937,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,110269,0,2391.7,1,8.593,0.983,8.464,1,8.053,0.011,0.092,81.0,1,4.937,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,120296,0,2385.0,1,8.593,0.983,8.462,1,8.056,0.011,0.092,81.0,1,4.936,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,130345,0,1930.8,1,8.595,0.983,8.462,1,8.057,0.011,0.092,81.0,1,4.937,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,140385,0,1958.3,1,8.597,0.983,8.468,1,8.058,0.011,0.092,81.0,1,4.936,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,150427,0,1952.5,1,8.598,0.983,8.470,1,8.060,0.011,0.092,81.0,1,4.936,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,160466,0,1940.0,1,8.599,0.982,8.460,1,8.061,0.011,0.092,81.0,1,4.936,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"

"DATA,170471,0,1935.0,1,8.600,0.982,8.462,1,8.063,0.011,0.093,81.0,1,4.936,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,180475,0,1764.2,1,8.601,0.983,8.468,1,8.064,0.011,0.093,81.0,1,4.937,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
"DATA,190517,0,1895.8,1,8.605,0.984,8.476,1,8.066,0.011,0.093,81.0,1,4.937,0.198,0.979,67,0,-1.000,-1.0,0,0,0,1,0,1,0,0,0,1,0,0"
