"DATA,tick_ms,scene,lux,pv_ok,pv_v,pv_i,pv_p,home_ok,home_v,home_i,home_p,home_soc,load_ok,load_v,load_i,load_p,car_soc,s3_valid,s3_v,s3_soc,s3_hr,s3_spo2,s3_state,pvsrc,hsrc,rigid,led,fan,qi,hchg,cchg,v2h"
"DATA,410970,0,63.3,1,0.663,0.000,0.000,1,7.790,0.011,0.089,79.9,1,4.843,0.189,0.916,68,1,3.877,63.7,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,420999,0,63.3,1,0.663,0.000,0.000,1,7.788,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.877,63.7,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,431038,0,63.3,1,0.664,0.000,0.000,1,7.788,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.876,63.7,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,441053,0,63.3,1,0.663,0.000,0.000,1,7.786,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.876,63.7,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,451075,0,63.3,1,0.663,0.000,0.000,1,7.786,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.875,63.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,461117,0,62.5,1,0.663,0.000,0.000,1,7.785,0.011,0.089,79.9,1,4.845,0.189,0.916,68,1,3.876,63.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,471131,0,63.3,1,0.663,0.000,0.000,1,7.784,0.011,0.089,79.9,1,4.845,0.189,0.916,68,1,3.876,63.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,481146,0,63.3,1,0.663,0.000,0.000,1,7.783,0.011,0.089,79.9,1,4.845,0.189,0.916,68,1,3.875,63.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,491156,0,63.3,1,0.662,0.000,0.000,1,7.783,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.875,63.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,501167,0,63.3,1,0.663,0.000,0.000,1,7.781,0.011,0.089,79.9,1,4.845,0.189,0.916,68,1,3.875,63.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,511193,0,63.3,1,0.663,0.000,0.000,1,7.780,0.011,0.089,79.9,1,4.845,0.189,0.916,68,1,3.875,63.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,521231,0,63.3,1,0.663,0.000,0.000,1,7.779,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.875,63.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,531270,0,63.3,1,0.663,0.000,0.000,1,7.778,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.875,63.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,541319,0,63.3,1,0.663,0.000,0.000,1,7.777,0.011,0.089,79.9,1,4.845,0.189,0.916,68,1,3.875,63.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,551337,0,62.5,1,0.663,0.000,0.000,1,7.776,0.011,0.089,79.9,1,4.845,0.189,0.916,68,1,3.874,63.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,561368,0,63.3,1,0.664,0.000,0.000,1,7.775,0.011,0.089,79.9,1,4.845,0.189,0.916,68,1,3.872,63.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,571419,0,63.3,1,0.663,0.000,0.000,1,7.774,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.872,63.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,581452,0,63.3,1,0.662,0.000,0.000,1,7.773,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.870,63.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,591480,0,63.3,1,0.664,0.000,0.000,1,7.772,0.011,0.089,79.9,1,4.845,0.189,0.916,68,1,3.871,63.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,601487,0,63.3,1,0.664,0.000,0.000,1,7.771,0.011,0.089,79.9,1,4.845,0.189,0.916,68,1,3.870,63.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,611534,0,63.3,1,0.663,0.000,0.000,1,7.770,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.870,63.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,621545,0,63.3,1,0.663,0.000,0.000,1,7.768,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.869,63.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,631573,0,63.3,1,0.663,0.000,0.000,1,7.767,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.869,63.3,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,641588,0,63.3,1,0.663,0.000,0.000,1,7.766,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.867,63.3,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,651629,0,63.3,1,0.663,0.000,0.000,1,7.764,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.867,63.3,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,661668,0,63.3,1,0.662,0.000,0.000,1,7.764,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.867,63.3,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,671687,0,63.3,1,0.663,0.000,0.000,1,7.763,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.867,63.3,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,681728,0,64.2,1,0.664,0.000,0.000,1,7.762,0.011,0.089,79.9,1,4.845,0.189,0.916,68,1,3.866,63.3,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,691741,0,64.2,1,0.664,0.000,0.000,1,7.761,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.866,63.3,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,701760,0,65.0,1,0.663,0.000,0.000,1,7.761,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.866,63.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,711824,0,64.2,1,0.663,0.000,0.000,1,7.760,0.011,0.089,79.9,1,4.843,0.189,0.916,68,1,3.866,63.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,721860,0,64.2,1,0.664,0.000,0.000,1,7.759,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.865,63.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,731909,0,65.0,1,0.664,0.000,0.000,1,7.759,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.865,63.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,741943,0,65.0,1,0.664,0.000,0.000,1,7.757,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.865,63.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,751967,0,65.0,1,0.663,0.000,0.000,1,7.756,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.865,63.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,761985,0,65.0,1,0.663,0.000,0.000,1,7.756,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.865,63.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,772004,0,65.0,1,0.664,0.000,0.000,1,7.755,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.865,63.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,782013,0,64.2,1,0.663,0.000,0.000,1,7.754,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.865,63.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,792023,0,65.0,1,0.664,0.000,0.000,1,7.752,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.865,63.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,802037,0,65.0,1,0.663,0.000,0.000,1,7.752,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.865,63.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,812058,0,65.0,1,0.663,0.000,0.000,1,7.752,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.865,63.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,822079,0,65.0,1,0.663,0.000,0.000,1,7.750,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.865,63.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,832120,0,65.0,1,0.664,0.000,0.000,1,7.749,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.865,63.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,842147,0,65.0,1,0.664,0.000,0.000,1,7.749,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.865,63.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,852148,0,65.0,1,0.663,0.000,0.000,1,7.748,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.862,62.8,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,862159,0,65.0,1,0.662,0.000,0.000,1,7.746,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.864,62.8,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,872172,0,65.0,1,0.663,0.000,0.000,1,7.746,0.011,0.089,79.9,1,4.843,0.189,0.916,68,1,3.864,62.8,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,882192,0,65.0,1,0.662,0.000,0.000,1,7.742,0.011,0.089,79.9,1,4.843,0.189,0.916,68,1,3.862,62.8,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,892220,0,65.0,1,0.664,0.000,0.000,1,7.743,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.862,62.8,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,902265,0,65.0,1,0.663,0.000,0.000,1,7.743,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.862,62.8,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,912307,0,65.0,1,0.663,0.000,0.000,1,7.742,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.862,62.8,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,922333,0,65.0,1,0.664,0.000,0.000,1,7.741,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.862,62.7,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,932363,0,65.0,1,0.663,0.000,0.000,1,7.741,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.861,62.7,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,942401,0,65.0,1,0.664,0.000,0.000,1,7.740,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.861,62.7,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,952404,0,65.0,1,0.663,0.000,0.000,1,7.739,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.861,62.7,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,962414,0,65.0,1,0.663,0.000,0.000,1,7.738,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.861,62.7,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,972417,0,65.0,1,0.664,0.000,0.000,1,7.737,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.860,62.7,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,982426,0,65.0,1,0.664,0.000,0.000,1,7.736,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.860,62.7,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,992469,0,65.0,1,0.664,0.000,0.000,1,7.735,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.860,62.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1002512,0,65.0,1,0.663,0.000,0.000,1,7.735,0.011,0.089,79.9,1,4.843,0.189,0.916,68,1,3.860,62.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1012538,0,65.0,1,0.663,0.000,0.000,1,7.734,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.860,62.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1022571,0,65.0,1,0.663,0.000,0.000,1,7.733,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.860,62.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1032595,0,65.0,1,0.664,0.000,0.000,1,7.732,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.860,62.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1042603,0,65.0,1,0.663,0.000,0.000,1,7.731,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.860,62.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1052642,0,65.0,1,0.664,0.000,0.000,1,7.731,0.011,0.089,79.9,1,4.844,0.189,0.916,68,1,3.860,62.5,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1062691,0,65.0,1,0.662,0.000,0.000,1,7.730,0.011,0.089,79.9,1,4.843,0.189,0.916,68,1,3.860,62.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1072694,0,65.0,1,0.663,0.000,0.000,1,7.729,0.011,0.089,79.9,1,4.843,0.189,0.916,68,1,3.860,62.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1082734,0,65.0,1,0.662,0.000,0.000,1,7.725,0.011,0.089,79.9,1,4.842,0.189,0.916,68,1,3.859,62.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1092756,0,65.0,1,0.663,0.000,0.000,1,7.727,0.011,0.089,79.9,1,4.843,0.189,0.916,68,1,3.859,62.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1102767,0,65.0,1,0.663,0.000,0.000,1,7.726,0.011,0.089,79.8,1,4.843,0.189,0.916,68,1,3.859,62.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1112786,0,65.0,1,0.662,0.000,0.000,1,7.726,0.011,0.089,79.8,1,4.843,0.189,0.916,68,1,3.859,62.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1122824,0,65.0,1,0.663,0.000,0.000,1,7.725,0.011,0.089,79.8,1,4.844,0.189,0.916,68,1,3.857,62.4,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1132859,0,65.0,1,0.663,0.000,0.000,1,7.725,0.011,0.089,79.8,1,4.843,0.189,0.916,68,1,3.857,62.2,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1142902,0,65.0,1,0.663,0.000,0.000,1,7.723,0.011,0.089,79.8,1,4.843,0.189,0.916,68,1,3.857,62.2,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1152908,0,65.0,1,0.663,0.000,0.000,1,7.722,0.011,0.089,79.8,1,4.842,0.189,0.916,68,1,3.857,62.2,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1162916,0,65.0,1,0.663,0.000,0.000,1,7.722,0.011,0.089,79.8,1,4.843,0.189,0.916,68,1,3.857,62.2,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1172921,0,65.0,1,0.663,0.000,0.000,1,7.722,0.011,0.089,79.8,1,4.844,0.189,0.916,68,1,3.857,62.2,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1182928,0,65.0,1,0.664,0.000,0.000,1,7.720,0.011,0.089,79.8,1,4.843,0.189,0.916,68,1,3.857,62.2,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1192930,0,65.0,1,0.663,0.000,0.000,1,7.720,0.011,0.089,79.8,1,4.843,0.189,0.916,68,1,3.856,62.2,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1202963,0,65.0,1,0.663,0.000,0.000,1,7.718,0.011,0.089,79.8,1,4.843,0.189,0.916,68,1,3.856,62.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1212995,0,65.0,1,0.663,0.000,0.000,1,7.719,0.011,0.089,79.8,1,4.843,0.189,0.916,68,1,3.856,62.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1223013,0,65.0,1,0.663,0.000,0.000,1,7.717,0.011,0.089,79.8,1,4.843,0.189,0.916,68,1,3.856,62.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1233021,0,68.3,1,0.663,0.000,0.000,1,7.716,0.011,0.088,79.8,1,4.843,0.189,0.916,68,1,3.856,62.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1243078,0,67.5,1,0.662,0.000,0.000,1,7.716,0.011,0.088,79.8,1,4.842,0.189,0.916,68,1,3.855,62.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1253108,0,66.7,1,0.663,0.000,0.000,1,7.715,0.011,0.088,79.8,1,4.842,0.189,0.916,68,1,3.855,62.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1263141,0,66.7,1,0.663,0.000,0.000,1,7.713,0.011,0.088,79.8,1,4.842,0.189,0.916,68,1,3.855,62.1,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1273173,0,67.5,1,0.663,0.000,0.000,1,7.713,0.011,0.088,79.8,1,4.842,0.189,0.916,68,1,3.855,62.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1283206,0,67.5,1,0.663,0.000,0.000,1,7.712,0.011,0.088,79.8,1,4.842,0.189,0.916,68,1,3.855,62.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1293212,0,66.7,1,0.664,0.000,0.000,1,7.711,0.011,0.088,79.8,1,4.843,0.189,0.916,68,1,3.855,62.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1303224,0,65.8,1,0.663,0.000,0.000,1,7.710,0.011,0.088,79.8,1,4.843,0.188,0.915,68,1,3.854,62.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1313234,0,65.8,1,0.663,0.000,0.000,1,7.709,0.011,0.088,79.8,1,4.842,0.188,0.915,68,1,3.854,62.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1323244,0,65.0,1,0.664,0.000,0.000,1,7.709,0.011,0.088,79.8,1,4.843,0.188,0.915,68,1,3.854,62.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1333252,0,66.7,1,0.664,0.000,0.000,1,7.709,0.011,0.088,79.8,1,4.843,0.188,0.915,68,1,3.854,62.0,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1343255,0,66.7,1,0.664,0.000,0.000,1,7.708,0.011,0.088,79.8,1,4.843,0.188,0.916,68,1,3.852,61.8,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1353267,0,66.7,1,0.663,0.000,0.000,1,7.708,0.011,0.088,79.8,1,4.843,0.188,0.916,68,1,3.852,61.8,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1363286,0,66.7,1,0.663,0.000,0.000,1,7.708,0.011,0.088,79.8,1,4.843,0.188,0.916,68,1,3.852,61.8,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1373294,0,65.8,1,0.663,0.000,0.000,1,7.706,0.011,0.088,79.8,1,4.843,0.188,0.916,68,1,3.852,61.8,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1383304,0,65.0,1,0.664,0.000,0.000,1,7.706,0.011,0.088,79.8,1,4.843,0.188,0.916,68,1,3.852,61.8,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1393353,0,65.0,1,0.664,0.000,0.000,1,7.706,0.011,0.088,79.8,1,4.843,0.188,0.916,68,1,3.852,61.8,0,0,0,0,1,1,0,0,0,0,0,0"
"DATA,1403364,0,65.0,1,0.664,0.000,0.000,1,7.706,0.011,0.088,79.8,1,4.843,0.188,0.916,68,1,3.852,61.8,0,0,0,0,1,1,0,0,0,0,0,0"
