
LCD ID:5510
DATA,tick_ms,scene,lux,pv_ok,pv_v,pv_i,pv_p,home_ok,home_v,home_i,home_p,home_soc,load_ok,load_v,load_i,load_p,car_soc,s3_valid,s3_v,s3_soc,s3_hr,s3_spo2,s3_state,pvsrc,hsrc,rigid,led,fan,qi,hchg,cchg,v2h,ai_valid,ai_pv_p,ai_load_p,ai_home_soc,ai_raw_home_soc
CTP ID:9147
DATA,686487,1,66.7,1,0.673,0.000,0.000,1,7.342,0.011,0.084,60.9,1,4.787,0.364,1.747,95,1,3.809,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,688468,1,66.7,1,0.673,0.000,0.000,1,7.342,0.011,0.084,60.9,1,4.787,0.364,1.747,95,1,3.809,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,690446,1,66.7,1,0.673,0.000,0.000,1,7.341,0.011,0.084,60.9,1,4.787,0.364,1.747,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,692475,1,66.7,1,0.674,0.000,0.000,1,7.341,0.011,0.084,60.9,1,4.787,0.364,1.747,95,1,3.809,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,694454,1,66.7,1,0.674,0.000,0.000,1,7.341,0.011,0.084,60.9,1,4.787,0.364,1.748,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,696484,1,66.7,1,0.674,0.000,0.000,1,7.341,0.011,0.084,60.9,1,4.787,0.364,1.748,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,698464,1,66.7,1,0.674,0.000,0.000,1,7.341,0.011,0.084,60.9,1,4.787,0.364,1.748,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,700445,1,66.7,1,0.674,0.000,0.000,1,7.340,0.011,0.084,60.9,1,4.788,0.364,1.748,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,702475,1,66.7,1,0.674,0.000,0.000,1,7.340,0.011,0.084,60.9,1,4.788,0.364,1.748,95,1,3.807,47.7,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,704453,1,66.7,1,0.674,0.000,0.000,1,7.340,0.011,0.084,60.9,1,4.787,0.364,1.748,95,1,3.807,47.7,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,706482,1,66.7,1,0.673,0.000,0.000,1,7.338,0.011,0.084,60.9,1,4.787,0.364,1.747,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,708462,1,66.7,1,0.673,0.000,0.000,1,7.337,0.011,0.084,60.9,1,4.787,0.364,1.745,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,710492,1,66.7,1,0.673,0.000,0.000,1,7.338,0.011,0.084,60.9,1,4.787,0.364,1.746,95,1,3.807,47.7,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,712472,1,66.7,1,0.674,0.000,0.000,1,7.337,0.011,0.084,60.9,1,4.787,0.364,1.746,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,714452,1,66.7,1,0.674,0.000,0.000,1,7.336,0.011,0.084,60.9,1,4.787,0.364,1.746,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,716482,1,66.7,1,0.674,0.000,0.000,1,7.338,0.011,0.084,60.9,1,4.787,0.364,1.747,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,718462,1,66.7,1,0.674,0.000,0.000,1,7.337,0.011,0.084,60.9,1,4.787,0.364,1.746,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,720445,1,67.5,1,0.674,0.000,0.000,1,7.336,0.011,0.084,60.9,1,4.787,0.364,1.745,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,722477,1,66.7,1,0.674,0.000,0.000,1,7.335,0.011,0.084,60.9,1,4.787,0.364,1.746,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,724456,1,66.7,1,0.673,0.000,0.000,1,7.335,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,726485,1,67.5,1,0.673,0.000,0.000,1,7.335,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,728464,1,67.5,1,0.673,0.000,0.000,1,7.335,0.011,0.084,60.9,1,4.787,0.364,1.745,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,730493,1,66.7,1,0.673,0.000,0.000,1,7.332,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,732473,1,67.5,1,0.673,0.000,0.000,1,7.332,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,734453,1,66.7,1,0.672,0.000,0.000,1,7.332,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,736483,1,66.7,1,0.672,0.000,0.000,1,7.331,0.011,0.084,60.9,1,4.785,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,738463,1,66.7,1,0.673,0.000,0.000,1,7.332,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,740444,1,67.5,1,0.673,0.000,0.000,1,7.330,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,742474,1,66.7,1,0.673,0.000,0.000,1,7.331,0.011,0.084,60.9,1,4.785,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,744445,1,67.5,1,0.673,0.000,0.000,1,7.331,0.011,0.084,60.9,1,4.785,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,746474,1,67.5,1,0.673,0.000,0.000,1,7.330,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,748453,1,67.5,1,0.673,0.000,0.000,1,7.331,0.011,0.084,60.9,1,4.786,0.364,1.745,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,750483,1,67.5,1,0.673,0.000,0.000,1,7.329,0.011,0.084,60.9,1,4.786,0.364,1.745,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,752463,1,67.5,1,0.673,0.000,0.000,1,7.330,0.011,0.084,60.9,1,4.786,0.364,1.745,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,754444,1,67.5,1,0.673,0.000,0.000,1,7.330,0.011,0.084,60.9,1,4.786,0.364,1.745,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,756474,1,67.5,1,0.673,0.000,0.000,1,7.329,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,758452,1,67.5,1,0.673,0.000,0.000,1,7.329,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.807,47.7,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,760481,1,67.5,1,0.673,0.000,0.000,1,7.327,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.807,47.7,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,762460,1,67.5,1,0.673,0.000,0.000,1,7.327,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,764490,1,67.5,1,0.673,0.000,0.000,1,7.328,0.011,0.084,60.9,1,4.786,0.364,1.745,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,766470,1,67.5,1,0.673,0.000,0.000,1,7.328,0.011,0.084,60.9,1,4.786,0.364,1.745,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,768451,1,67.5,1,0.673,0.000,0.000,1,7.327,0.011,0.084,60.9,1,4.786,0.364,1.745,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,770481,1,67.5,1,0.673,0.000,0.000,1,7.328,0.011,0.084,60.9,1,4.786,0.364,1.745,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,772459,1,66.7,1,0.673,0.000,0.000,1,7.326,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,774445,1,66.7,1,0.673,0.000,0.000,1,7.326,0.011,0.084,60.9,1,4.786,0.364,1.743,95,1,3.807,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,776474,1,66.7,1,0.673,0.000,0.000,1,7.324,0.011,0.084,60.9,1,4.786,0.364,1.741,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,778453,1,67.5,1,0.673,0.000,0.000,1,7.324,0.011,0.084,60.9,1,4.785,0.364,1.741,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,780482,1,66.7,1,0.673,0.000,0.000,1,7.323,0.011,0.084,60.9,1,4.785,0.364,1.741,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,782461,1,66.7,1,0.673,0.000,0.000,1,7.325,0.011,0.084,60.9,1,4.785,0.364,1.742,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,784490,1,67.5,1,0.673,0.000,0.000,1,7.323,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,786469,1,67.5,1,0.673,0.000,0.000,1,7.323,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,788449,1,67.5,1,0.673,0.000,0.000,1,7.322,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,790486,1,67.5,1,0.673,0.000,0.000,1,7.322,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,792465,1,67.5,1,0.673,0.000,0.000,1,7.322,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,794447,1,67.5,1,0.674,0.000,0.000,1,7.322,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,796476,1,67.5,1,0.674,0.000,0.000,1,7.322,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,798455,1,67.5,1,0.674,0.000,0.000,1,7.322,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,800484,1,67.5,1,0.674,0.000,0.000,1,7.321,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.806,47.7,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,802463,1,67.5,1,0.675,0.000,0.000,1,7.321,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,804491,1,67.5,1,0.674,0.000,0.000,1,7.318,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,806470,1,67.5,1,0.674,0.000,0.000,1,7.319,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,808450,1,67.5,1,0.674,0.000,0.000,1,7.319,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.806,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,810480,1,67.5,1,0.673,0.000,0.000,1,7.318,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,812451,1,67.5,1,0.673,0.000,0.000,1,7.316,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,814480,1,67.5,1,0.674,0.000,0.000,1,7.317,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,816459,1,67.5,1,0.674,0.000,0.000,1,7.317,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,818489,1,67.5,1,0.674,0.000,0.000,1,7.317,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,820476,1,67.5,1,0.675,0.000,0.000,1,7.316,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,822455,1,67.5,1,0.675,0.000,0.000,1,7.315,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,824484,1,67.5,1,0.675,0.000,0.000,1,7.315,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,826463,1,67.5,1,0.675,0.000,0.000,1,7.315,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,828492,1,67.5,1,0.675,0.000,0.000,1,7.313,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,830471,1,67.5,1,0.675,0.000,0.000,1,7.314,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,832450,1,67.5,1,0.675,0.000,0.000,1,7.314,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,834479,1,67.5,1,0.674,0.000,0.000,1,7.313,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,836458,1,67.5,1,0.674,0.000,0.000,1,7.313,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,838488,1,67.5,1,0.674,0.000,0.000,1,7.312,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,840466,1,67.5,1,0.674,0.000,0.000,1,7.312,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,842445,1,67.5,1,0.675,0.000,0.000,1,7.312,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,844475,1,66.7,1,0.675,0.000,0.000,1,7.311,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,846455,1,66.7,1,0.675,0.000,0.000,1,7.310,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,848485,1,67.5,1,0.675,0.000,0.000,1,7.310,0.011,0.084,60.9,1,4.787,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,850465,1,67.5,1,0.675,0.000,0.000,1,7.309,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,852445,1,67.5,1,0.674,0.000,0.000,1,7.309,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,854479,1,67.5,1,0.674,0.000,0.000,1,7.309,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,856458,1,67.5,1,0.674,0.000,0.000,1,7.309,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,858487,1,67.5,1,0.674,0.000,0.000,1,7.308,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,860466,1,67.5,1,0.674,0.000,0.000,1,7.308,0.011,0.084,60.9,1,4.786,0.364,1.744,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,862445,1,67.5,1,0.674,0.000,0.000,1,7.306,0.011,0.084,60.9,1,4.786,0.364,1.743,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,864475,1,67.5,1,0.673,0.000,0.000,1,7.306,0.011,0.084,60.9,1,4.786,0.364,1.742,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,866455,1,67.5,1,0.673,0.000,0.000,1,7.306,0.011,0.084,60.9,1,4.785,0.364,1.741,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,868485,1,67.5,1,0.673,0.000,0.000,1,7.306,0.011,0.084,60.9,1,4.786,0.364,1.741,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,870465,1,66.7,1,0.673,0.000,0.000,1,7.306,0.011,0.084,60.9,1,4.786,0.364,1.741,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,872445,1,67.5,1,0.673,0.000,0.000,1,7.305,0.011,0.084,60.9,1,4.786,0.364,1.741,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,874475,1,67.5,1,0.674,0.000,0.000,1,7.304,0.011,0.084,60.9,1,4.786,0.364,1.741,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,876456,1,67.5,1,0.674,0.000,0.000,1,7.305,0.011,0.084,60.9,1,4.786,0.364,1.741,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,878486,1,67.5,1,0.674,0.000,0.000,1,7.306,0.011,0.084,60.9,1,4.786,0.364,1.742,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,880457,1,67.5,1,0.674,0.000,0.000,1,7.301,0.011,0.084,60.9,1,4.786,0.364,1.741,95,1,3.805,47.7,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,882486,1,67.5,1,0.674,0.000,0.000,1,7.303,0.011,0.084,60.9,1,4.786,0.364,1.742,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,884465,1,67.5,1,0.674,0.000,0.000,1,7.301,0.011,0.084,60.9,1,4.787,0.364,1.742,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,886445,1,67.5,1,0.674,0.000,0.000,1,7.302,0.011,0.084,60.9,1,4.786,0.364,1.741,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,888475,1,66.7,1,0.674,0.000,0.000,1,7.300,0.011,0.084,60.9,1,4.786,0.364,1.741,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,890456,1,66.7,1,0.674,0.000,0.000,1,7.300,0.011,0.084,60.9,1,4.786,0.364,1.741,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,892486,1,66.7,1,0.674,0.000,0.000,1,7.300,0.011,0.084,60.9,1,4.787,0.364,1.741,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,894464,1,67.5,1,0.674,0.000,0.000,1,7.297,0.011,0.084,60.9,1,4.786,0.364,1.741,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,896493,1,66.7,1,0.674,0.000,0.000,1,7.298,0.011,0.084,60.9,1,4.786,0.364,1.740,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,898472,1,66.7,1,0.674,0.000,0.000,1,7.298,0.011,0.084,60.9,1,4.786,0.364,1.738,95,1,3.805,47.7,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,900452,1,67.5,1,0.674,0.000,0.000,1,7.298,0.011,0.084,60.9,1,4.786,0.364,1.738,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,902482,1,66.7,1,0.674,0.000,0.000,1,7.298,0.011,0.084,60.9,1,4.786,0.364,1.738,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,904463,1,66.7,1,0.674,0.000,0.000,1,7.298,0.011,0.084,60.9,1,4.787,0.364,1.739,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,906493,1,66.7,1,0.674,0.000,0.000,1,7.296,0.011,0.084,60.9,1,4.786,0.364,1.739,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,908471,1,66.7,1,0.674,0.000,0.000,1,7.296,0.011,0.084,60.9,1,4.786,0.364,1.739,95,1,3.805,47.7,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,910450,1,66.7,1,0.674,0.000,0.000,1,7.294,0.011,0.084,60.9,1,4.785,0.364,1.739,95,1,3.805,47.3,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,912480,1,66.7,1,0.673,0.000,0.000,1,7.294,0.011,0.084,60.9,1,4.785,0.364,1.738,95,1,3.805,47.3,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,914460,1,66.7,1,0.673,0.000,0.000,1,7.294,0.011,0.084,60.9,1,4.785,0.364,1.738,95,1,3.805,47.3,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,916490,1,67.5,1,0.674,0.000,0.000,1,7.295,0.011,0.084,60.9,1,4.786,0.364,1.738,95,1,3.804,47.3,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,918470,1,66.7,1,0.674,0.000,0.000,1,7.295,0.011,0.084,60.9,1,4.786,0.364,1.738,95,1,3.804,47.3,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
