
LCD ID:5510
DATA,tick_ms,scene,lux,pv_ok,pv_v,pv_i,pv_p,home_ok,home_v,home_i,home_p,home_soc,load_ok,load_v,load_i,load_p,car_soc,s3_valid,s3_v,s3_soc,s3_hr,s3_spo2,s3_state,pvsrc,hsrc,rigid,led,fan,qi,hchg,cchg,v2h,ai_valid,ai_pv_p,ai_load_p,ai_home_soc,ai_raw_home_soc
CTP ID:9147
DATA,2459,1,51.7,1,0.674,0.000,0.000,1,7.468,0.011,0.086,61.0,1,2.361,0.266,1.258,95,0,-1.000,-1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,4450,1,33.3,1,0.672,0.000,0.000,1,7.404,0.011,0.085,61.0,1,3.147,0.355,1.678,95,0,-1.000,-1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,6480,1,30.8,1,0.670,0.000,0.000,1,7.403,0.011,0.085,61.0,1,3.776,0.426,2.013,95,0,-1.000,-1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,8460,1,34.2,1,0.669,0.000,0.000,1,7.422,0.011,0.085,61.0,1,4.050,0.445,2.105,95,0,-1.000,-1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,10490,1,54.2,1,0.668,0.000,0.000,1,7.441,0.011,0.085,61.0,1,4.739,0.481,2.279,95,1,3.825,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,12471,1,60.0,1,0.669,0.000,0.000,1,7.442,0.011,0.085,61.0,1,4.754,0.439,2.088,95,1,3.825,48.5,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,14449,1,37.5,1,0.669,0.000,0.000,1,7.441,0.011,0.085,61.0,1,4.769,0.398,1.897,95,1,3.825,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,16477,1,44.2,1,0.670,0.000,0.000,1,7.445,0.011,0.085,61.0,1,4.782,0.366,1.751,95,1,3.825,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,18457,1,43.3,1,0.671,0.000,0.000,1,7.441,0.011,0.085,61.0,1,4.782,0.366,1.751,95,1,3.825,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,20487,1,50.0,1,0.672,0.000,0.000,1,7.446,0.011,0.085,61.0,1,4.783,0.366,1.751,95,1,3.825,48.5,0,0,0,0,1,1,1,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,22467,1,54.2,1,0.671,0.000,0.000,1,7.403,0.011,0.085,61.0,1,4.768,0.407,1.942,95,1,3.824,48.5,0,0,0,0,1,1,1,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,24448,1,32.5,1,0.671,0.000,0.000,1,7.408,0.011,0.085,61.0,1,4.753,0.449,2.134,95,1,3.824,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,26478,1,31.7,1,0.671,0.000,0.000,1,7.445,0.011,0.086,61.0,1,4.754,0.449,2.134,95,1,3.824,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,28456,1,24.2,1,0.671,0.000,0.000,1,7.446,0.011,0.086,61.0,1,4.754,0.449,2.134,95,1,3.824,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,30484,1,16.7,1,0.672,0.000,0.000,1,7.445,0.011,0.086,61.0,1,4.770,0.408,1.942,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,32464,1,16.7,1,0.673,0.000,0.000,1,7.444,0.011,0.086,61.0,1,4.785,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,34444,1,15.8,1,0.672,0.000,0.000,1,7.442,0.011,0.085,61.0,1,4.785,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,36474,1,18.3,1,0.672,0.000,0.000,1,7.442,0.011,0.085,61.0,1,4.785,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,38455,1,20.8,1,0.673,0.000,0.000,1,7.443,0.011,0.085,61.0,1,4.785,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,40485,1,25.0,1,0.673,0.000,0.000,1,7.443,0.011,0.086,61.0,1,4.785,0.366,1.751,95,1,3.822,48.5,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,42470,1,41.7,1,0.673,0.000,0.000,1,7.444,0.011,0.086,61.0,1,4.785,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,44449,1,64.2,1,0.673,0.000,0.000,1,7.443,0.011,0.086,61.0,1,4.785,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,46477,1,65.8,1,0.673,0.000,0.000,1,7.442,0.011,0.086,61.0,1,4.785,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,48455,1,65.8,1,0.673,0.000,0.000,1,7.442,0.011,0.086,61.0,1,4.785,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,50483,1,65.8,1,0.673,0.000,0.000,1,7.443,0.011,0.086,61.0,1,4.786,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,52462,1,65.8,1,0.673,0.000,0.000,1,7.442,0.011,0.086,61.0,1,4.786,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,54492,1,65.8,1,0.673,0.000,0.000,1,7.442,0.011,0.085,61.0,1,4.786,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,56472,1,65.8,1,0.673,0.000,0.000,1,7.441,0.011,0.086,61.0,1,4.786,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,58452,1,65.8,1,0.673,0.000,0.000,1,7.441,0.011,0.086,61.0,1,4.786,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,60482,1,65.8,1,0.673,0.000,0.000,1,7.442,0.011,0.086,61.0,1,4.786,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,62462,1,66.7,1,0.673,0.000,0.000,1,7.441,0.011,0.086,61.0,1,4.786,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,64492,1,66.7,1,0.673,0.000,0.000,1,7.441,0.011,0.085,61.0,1,4.786,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,66472,1,66.7,1,0.673,0.000,0.000,1,7.440,0.011,0.085,61.0,1,4.786,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,68452,1,66.7,1,0.673,0.000,0.000,1,7.439,0.011,0.085,61.0,1,4.786,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,70482,1,67.5,1,0.673,0.000,0.000,1,7.439,0.011,0.085,61.0,1,4.786,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,72455,1,66.7,1,0.673,0.000,0.000,1,7.439,0.011,0.085,61.0,1,4.786,0.366,1.751,95,1,3.822,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,74485,1,66.7,1,0.673,0.000,0.000,1,7.438,0.011,0.085,61.0,1,4.786,0.366,1.751,95,1,3.821,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,76465,1,66.7,1,0.673,0.000,0.000,1,7.439,0.011,0.085,61.0,1,4.786,0.366,1.751,95,1,3.821,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,78446,1,66.7,1,0.673,0.000,0.000,1,7.436,0.011,0.085,61.0,1,4.786,0.366,1.751,95,1,3.821,48.5,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,80476,1,66.7,1,0.673,0.000,0.000,1,7.437,0.011,0.085,61.0,1,4.786,0.366,1.751,95,1,3.821,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,82454,1,66.7,1,0.673,0.000,0.000,1,7.438,0.011,0.085,61.0,1,4.786,0.366,1.751,95,1,3.820,48.5,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,84482,1,65.8,1,0.672,0.000,0.000,1,7.435,0.011,0.085,61.0,1,4.785,0.366,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,86462,1,62.5,1,0.673,0.000,0.000,1,7.436,0.011,0.085,61.0,1,4.786,0.366,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,88492,1,42.5,1,0.673,0.000,0.000,1,7.437,0.011,0.085,61.0,1,4.786,0.366,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,90472,1,42.5,1,0.673,0.000,0.000,1,7.436,0.011,0.085,61.0,1,4.787,0.366,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,92453,1,62.5,1,0.674,0.000,0.000,1,7.436,0.011,0.085,61.0,1,4.787,0.366,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,94483,1,62.5,1,0.674,0.000,0.000,1,7.434,0.011,0.085,61.0,1,4.788,0.366,1.751,95,1,3.820,48.5,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,96461,1,62.5,1,0.674,0.000,0.000,1,7.435,0.011,0.085,61.0,1,4.788,0.366,1.751,95,1,3.820,48.5,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,98489,1,65.0,1,0.674,0.000,0.000,1,7.436,0.011,0.085,61.0,1,4.787,0.366,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,100470,1,60.8,1,0.674,0.000,0.000,1,7.435,0.011,0.085,61.0,1,4.787,0.366,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,102450,1,60.0,1,0.674,0.000,0.000,1,7.436,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,104480,1,65.0,1,0.675,0.000,0.000,1,7.436,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,106461,1,64.2,1,0.675,0.000,0.000,1,7.432,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,108491,1,65.0,1,0.675,0.000,0.000,1,7.433,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,110469,1,64.2,1,0.674,0.000,0.000,1,7.432,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,112448,1,65.0,1,0.674,0.000,0.000,1,7.433,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,114478,1,65.0,1,0.673,0.000,0.000,1,7.432,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,116458,1,65.0,1,0.673,0.000,0.000,1,7.433,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,118488,1,65.0,1,0.673,0.000,0.000,1,7.429,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,120468,1,65.0,1,0.673,0.000,0.000,1,7.430,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,122459,1,65.0,1,0.673,0.000,0.000,1,7.431,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,124488,1,65.0,1,0.673,0.000,0.000,1,7.431,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,126467,1,65.0,1,0.674,0.000,0.000,1,7.429,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,128446,1,65.0,1,0.674,0.000,0.000,1,7.430,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,130475,1,65.0,1,0.674,0.000,0.000,1,7.430,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,132454,1,64.2,1,0.674,0.000,0.000,1,7.430,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,134483,1,62.5,1,0.674,0.000,0.000,1,7.429,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,136462,1,62.5,1,0.674,0.000,0.000,1,7.427,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,138491,1,62.5,1,0.674,0.000,0.000,1,7.427,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,140463,1,62.5,1,0.674,0.000,0.000,1,7.427,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,142492,1,64.2,1,0.674,0.000,0.000,1,7.426,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,144471,1,61.7,1,0.674,0.000,0.000,1,7.427,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,146452,1,62.5,1,0.674,0.000,0.000,1,7.426,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,148482,1,62.5,1,0.674,0.000,0.000,1,7.425,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,150460,1,61.7,1,0.673,0.000,0.000,1,7.426,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,152489,1,61.7,1,0.673,0.000,0.000,1,7.427,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,154469,1,61.7,1,0.673,0.000,0.000,1,7.426,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,156450,1,65.0,1,0.673,0.000,0.000,1,7.426,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,158479,1,65.0,1,0.673,0.000,0.000,1,7.425,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.819,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,160460,1,65.0,1,0.673,0.000,0.000,1,7.424,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,162490,1,62.5,1,0.673,0.000,0.000,1,7.425,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,164468,1,63.3,1,0.673,0.000,0.000,1,7.422,0.011,0.085,61.0,1,4.786,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,166447,1,64.2,1,0.673,0.000,0.000,1,7.424,0.011,0.085,61.0,1,4.786,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,168483,1,63.3,1,0.673,0.000,0.000,1,7.424,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,170466,1,62.5,1,0.673,0.000,0.000,1,7.423,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.820,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,172455,1,65.0,1,0.674,0.000,0.000,1,7.422,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.819,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,174484,1,65.0,1,0.674,0.000,0.000,1,7.422,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.819,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,176473,1,65.0,1,0.673,0.000,0.000,1,7.421,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.819,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,178452,1,63.3,1,0.673,0.000,0.000,1,7.421,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.819,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,180481,1,60.8,1,0.672,0.000,0.000,1,7.422,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.819,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,182460,1,54.2,1,0.673,0.000,0.000,1,7.422,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.819,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,184489,1,61.7,1,0.673,0.000,0.000,1,7.421,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.819,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,186468,1,54.2,1,0.673,0.000,0.000,1,7.420,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.819,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,188447,1,60.8,1,0.673,0.000,0.000,1,7.422,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.819,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,190476,1,60.8,1,0.674,0.000,0.000,1,7.421,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.819,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,192455,1,55.8,1,0.674,0.000,0.000,1,7.421,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.819,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,194484,1,53.3,1,0.674,0.000,0.000,1,7.419,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,196463,1,58.3,1,0.674,0.000,0.000,1,7.419,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,198492,1,60.8,1,0.673,0.000,0.000,1,7.419,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,200471,1,56.7,1,0.673,0.000,0.000,1,7.419,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,5,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,202457,1,64.2,1,0.673,0.000,0.000,1,7.419,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,204457,1,64.2,1,0.673,0.000,0.000,1,7.417,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,206487,1,64.2,1,0.673,0.000,0.000,1,7.418,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,208468,1,64.2,1,0.673,0.000,0.000,1,7.418,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,210448,1,64.2,1,0.672,0.000,0.000,1,7.417,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,212478,1,64.2,1,0.672,0.000,0.000,1,7.417,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,214470,1,64.2,1,0.672,0.000,0.000,1,7.418,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,216456,1,64.2,1,0.672,0.000,0.000,1,7.417,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,218485,1,64.2,1,0.673,0.000,0.000,1,7.418,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,220464,1,64.2,1,0.673,0.000,0.000,1,7.417,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,222493,1,65.0,1,0.673,0.000,0.000,1,7.417,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,224478,1,65.0,1,0.673,0.000,0.000,1,7.417,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,226456,1,65.0,1,0.673,0.000,0.000,1,7.415,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,228484,1,62.5,1,0.673,0.000,0.000,1,7.415,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,230463,1,62.5,1,0.673,0.000,0.000,1,7.415,0.011,0.085,61.0,1,4.787,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,232492,1,60.0,1,0.673,0.000,0.000,1,7.414,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
DATA,234484,1,62.5,1,0.674,0.000,0.000,1,7.414,0.011,0.085,61.0,1,4.788,0.365,1.751,95,1,3.817,48.5,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.000,-1.000,-1.0,-1.0
