ŒLCD ID:5510
DATA,period_ms,real_hour_sin,real_hour_cos,lux,pv_v,pv_p,home_v,home_soc,load_p,car_soc,human_soc,pvsrc,hsrc,rigid,led,fan,qi,hchg,cchg,v2h
CTP ID:9147
DATA,78000,-0.902397,0.430905,2500.0,8.141,8.133,7.702,71.4,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,80000,-0.902335,0.431036,2500.0,8.142,8.135,7.703,71.5,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,82000,-0.902272,0.431168,2500.0,8.142,8.135,7.704,71.5,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,84000,-0.902209,0.431299,2500.0,8.143,8.133,7.704,71.5,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,86000,-0.902147,0.431430,2500.0,8.143,8.133,7.705,71.5,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,88000,-0.902084,0.431561,2500.0,8.143,8.135,7.705,71.6,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,90000,-0.902021,0.431692,2500.0,8.144,8.141,7.706,71.6,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,92000,-0.901958,0.431824,2500.0,8.145,8.145,7.706,71.6,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,94000,-0.901895,0.431955,2500.0,8.146,8.149,7.707,71.7,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,96000,-0.901832,0.432086,2500.0,8.147,8.151,7.707,71.7,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,98000,-0.901770,0.432217,2500.0,8.147,8.149,7.706,71.6,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,100000,-0.901707,0.432348,2500.0,8.146,8.147,7.707,71.7,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,102000,-0.901644,0.432479,2500.0,8.146,8.143,7.707,71.7,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,104000,-0.901581,0.432611,2500.0,8.146,8.141,7.707,71.7,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,106000,-0.901518,0.432741,2500.0,8.146,8.143,7.708,71.7,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,108000,-0.901455,0.432873,2500.0,8.146,8.147,7.708,71.8,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,110000,-0.901392,0.433004,2500.0,8.146,8.151,7.710,71.9,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,112000,-0.901329,0.433135,2500.0,8.147,8.155,7.711,71.9,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,114000,-0.901266,0.433266,2500.0,8.147,8.155,7.710,71.9,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,116000,-0.901203,0.433397,2500.0,8.148,8.158,7.711,71.9,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,118000,-0.901140,0.433528,2500.0,8.147,8.158,7.711,71.9,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,120000,-0.901077,0.433659,2500.0,8.147,8.160,7.711,71.9,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,122000,-0.901014,0.433790,2500.0,8.147,8.162,7.712,72.0,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,124000,-0.900951,0.433921,2500.0,8.147,8.162,7.712,72.0,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,126000,-0.900888,0.434052,2500.0,8.149,8.170,7.713,72.1,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,128000,-0.900825,0.434183,2500.0,8.150,8.176,7.713,72.1,2.710,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,130000,-0.900762,0.434314,2500.0,8.152,8.180,7.712,72.0,2.709,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,132000,-0.900698,0.434445,2500.0,8.154,8.188,7.715,72.2,2.709,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,134000,-0.900635,0.434576,2500.0,8.154,8.188,7.714,72.1,2.709,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,136000,-0.900572,0.434707,2500.0,8.154,8.188,7.715,72.2,2.710,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,138000,-0.900508,0.434839,2500.0,8.153,8.188,7.715,72.2,2.710,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,140000,-0.900445,0.434969,2500.0,8.153,8.184,7.714,72.1,2.709,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,142000,-0.900382,0.435100,2500.0,8.152,8.182,7.715,72.2,2.709,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,144000,-0.900319,0.435231,2500.0,8.151,8.180,7.715,72.2,2.708,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,146000,-0.900255,0.435362,2500.0,8.150,8.176,7.714,72.1,2.708,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,148000,-0.900192,0.435493,2500.0,8.150,8.176,7.716,72.2,2.709,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,150000,-0.900129,0.435624,2500.0,8.150,8.178,7.716,72.3,2.710,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,152000,-0.900065,0.435755,2500.0,8.150,8.180,7.715,72.2,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,154000,-0.900002,0.435886,2500.0,8.152,8.186,7.716,72.3,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,156000,-0.899939,0.436017,2500.0,8.153,8.192,7.717,72.3,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,158000,-0.899875,0.436147,2500.0,8.153,8.196,7.713,72.1,2.710,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,160000,-0.899812,0.436279,2500.0,8.153,8.196,7.717,72.3,2.710,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,162000,-0.899748,0.436410,2500.0,8.153,8.198,7.717,72.3,2.710,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,164000,-0.899685,0.436540,2500.0,8.154,8.200,7.717,72.3,2.710,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,166000,-0.899621,0.436671,2500.0,8.155,8.202,7.717,72.3,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,168000,-0.899558,0.436802,2500.0,8.156,8.206,7.717,72.3,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,170000,-0.899494,0.436933,2500.0,8.156,8.206,7.717,72.3,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,172000,-0.899431,0.437063,2500.0,8.156,8.206,7.718,72.4,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,174000,-0.899367,0.437194,2500.0,8.155,8.206,7.717,72.3,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,176000,-0.899303,0.437325,2500.0,8.155,8.206,7.719,72.4,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,178000,-0.899240,0.437456,2500.0,8.155,8.208,7.719,72.4,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,180000,-0.899176,0.437587,2500.0,8.155,8.206,7.718,72.4,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,182000,-0.899112,0.437718,2500.0,8.155,8.200,7.718,72.4,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,184000,-0.899049,0.437848,2500.0,8.154,8.194,7.719,72.4,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,186000,-0.898985,0.437979,2500.0,8.152,8.186,7.719,72.4,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,188000,-0.898922,0.438110,2500.0,8.153,8.188,7.719,72.4,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,190000,-0.898858,0.438241,2500.0,8.152,8.190,7.717,72.3,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,192000,-0.898794,0.438371,2500.0,8.153,8.196,7.719,72.5,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,194000,-0.898730,0.438502,2500.0,8.154,8.198,7.719,72.5,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,196000,-0.898667,0.438632,2500.0,8.153,8.196,7.719,72.4,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,198000,-0.898603,0.438764,2500.0,8.155,8.198,7.720,72.5,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,200000,-0.898539,0.438894,2500.0,8.155,8.198,7.722,72.6,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,202000,-0.898475,0.439025,2500.0,8.155,8.200,7.721,72.6,2.711,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,204000,-0.898411,0.439155,2500.0,8.156,8.200,7.720,72.5,2.710,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,206000,-0.898347,0.439286,2500.0,8.155,8.200,7.721,72.6,2.710,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,208000,-0.898283,0.439417,2500.0,8.155,8.202,7.721,72.6,2.710,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,210000,-0.898219,0.439547,2500.0,8.155,8.204,7.721,72.6,2.710,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,212000,-0.898155,0.439678,2500.0,8.155,8.204,7.721,72.6,2.708,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,214000,-0.898091,0.439809,2500.0,8.156,8.206,7.722,72.6,2.708,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,216000,-0.898027,0.439939,2500.0,8.155,8.206,7.723,72.7,2.708,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,218000,-0.897964,0.440070,2500.0,8.156,8.204,7.723,72.7,2.707,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,220000,-0.897900,0.440201,2500.0,8.157,8.206,7.723,72.7,2.708,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,222000,-0.897835,0.440331,2500.0,8.157,8.206,7.723,72.7,2.708,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,224000,-0.897771,0.440462,2500.0,8.156,8.206,7.718,72.4,2.707,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,226000,-0.897707,0.440592,2500.0,8.154,8.208,7.715,72.2,2.706,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,228000,-0.897643,0.440723,2500.0,8.153,8.208,7.716,72.2,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,230000,-0.897579,0.440853,2500.0,8.152,8.208,7.716,72.2,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,232000,-0.897515,0.440984,2500.0,8.151,8.208,7.716,72.3,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,234000,-0.897451,0.441114,2500.0,8.151,8.206,7.716,72.3,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,236000,-0.897387,0.441245,2500.0,8.151,8.206,7.717,72.3,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,238000,-0.897323,0.441375,2500.0,8.151,8.206,7.716,72.2,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,240000,-0.897258,0.441506,2500.0,8.151,8.202,7.716,72.3,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,242000,-0.897194,0.441636,2500.0,8.150,8.200,7.716,72.3,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,244000,-0.897130,0.441767,2500.0,8.150,8.198,7.715,72.2,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,246000,-0.897066,0.441897,2500.0,8.149,8.196,7.716,72.2,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,248000,-0.897001,0.442028,2500.0,8.150,8.200,7.717,72.3,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,250000,-0.896937,0.442158,2500.0,8.151,8.204,7.717,72.3,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,252000,-0.896873,0.442289,2500.0,8.152,8.208,7.718,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,254000,-0.896808,0.442419,2500.0,8.153,8.210,7.718,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,256000,-0.896744,0.442550,2500.0,8.153,8.210,7.717,72.3,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,258000,-0.896680,0.442680,2500.0,8.153,8.208,7.717,72.3,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,260000,-0.896615,0.442810,2500.0,8.153,8.206,7.717,72.3,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,262000,-0.896551,0.442941,2500.0,8.152,8.206,7.717,72.3,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,264000,-0.896486,0.443072,2500.0,8.152,8.206,7.718,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,266000,-0.896422,0.443202,2500.0,8.151,8.206,7.717,72.3,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,268000,-0.896358,0.443332,2500.0,8.151,8.206,7.718,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,270000,-0.896293,0.443462,2500.0,8.151,8.204,7.718,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,272000,-0.896228,0.443593,2500.0,8.150,8.204,7.718,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,274000,-0.896164,0.443723,2500.0,8.150,8.200,7.717,72.3,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,276000,-0.896099,0.443853,2500.0,8.150,8.196,7.718,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,278000,-0.896035,0.443984,2500.0,8.150,8.198,7.719,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,280000,-0.895970,0.444114,2500.0,8.151,8.196,7.718,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,282000,-0.895906,0.444244,2500.0,8.151,8.194,7.718,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,284000,-0.895841,0.444375,2500.0,8.152,8.196,7.719,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,286000,-0.895776,0.444505,2500.0,8.152,8.198,7.720,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,288000,-0.895712,0.444636,2500.0,8.151,8.200,7.719,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,290000,-0.895647,0.444765,2500.0,8.151,8.200,7.719,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,292000,-0.895582,0.444896,2500.0,8.151,8.198,7.719,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,294000,-0.895518,0.445026,2500.0,8.151,8.198,7.719,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,296000,-0.895453,0.445156,2500.0,8.151,8.198,7.719,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,298000,-0.895388,0.445286,2500.0,8.151,8.200,7.719,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,300000,-0.895323,0.445417,2500.0,8.151,8.200,7.719,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,302000,-0.895258,0.445547,2500.0,8.150,8.192,7.719,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,304000,-0.895194,0.445677,2500.0,8.149,8.188,7.719,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,306000,-0.895129,0.445807,2500.0,8.149,8.186,7.719,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,308000,-0.895064,0.445938,2500.0,8.149,8.186,7.719,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,310000,-0.894999,0.446068,2500.0,8.149,8.192,7.719,72.4,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
