"DATA,tick_ms,scene,lux,pv_ok,pv_v,pv_i,pv_p,home_ok,home_v,home_i,home_p,home_soc,load_ok,load_v,load_i,load_p,car_soc,s3_valid,s3_v,s3_soc,s3_hr,s3_spo2,s3_state,pvsrc,hsrc,rigid,led,fan,qi,hchg,cchg,v2h"
"DATA,180556,0,64.2,1,0.963,0.000,0.000,1,6.442,0.011,0.074,14.0,1,4.852,0.193,0.935,63,1,3.664,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,190593,0,64.2,1,0.972,0.000,0.000,1,6.435,0.011,0.074,14.0,1,4.850,0.194,0.935,64,1,3.662,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,200635,0,64.2,1,0.980,0.000,0.000,1,6.429,0.011,0.074,14.0,1,4.848,0.194,0.935,64,1,3.662,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,210645,0,64.2,1,0.974,0.000,0.000,1,6.423,0.011,0.074,14.0,1,4.851,0.194,0.935,64,1,3.662,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,220654,0,64.2,1,0.978,0.000,0.000,1,6.417,0.011,0.074,14.0,1,4.850,0.194,0.935,63,1,3.662,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,230677,0,64.2,1,0.975,0.000,0.000,1,6.412,0.011,0.074,14.0,1,4.851,0.194,0.935,63,1,3.662,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,240697,0,64.2,1,0.980,0.000,0.000,1,6.409,0.011,0.073,14.0,1,4.849,0.194,0.935,63,1,3.662,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,250704,0,64.2,1,0.976,0.000,0.000,1,6.403,0.011,0.073,14.0,1,4.851,0.194,0.935,63,1,3.661,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,260721,0,64.2,1,0.977,0.000,0.000,1,6.397,0.011,0.073,14.0,1,4.851,0.194,0.935,63,1,3.661,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,270770,0,64.2,1,0.975,0.000,0.000,1,6.392,0.011,0.073,14.0,1,4.852,0.194,0.935,63,1,3.661,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,280806,0,65.0,1,0.982,0.000,0.000,1,6.384,0.011,0.073,14.0,1,4.849,0.194,0.935,63,1,3.661,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,290816,0,64.2,1,0.980,0.000,0.000,1,6.379,0.011,0.073,14.0,1,4.851,0.194,0.935,63,1,3.661,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,300828,0,64.2,1,0.978,0.000,0.000,1,6.374,0.011,0.073,14.0,1,4.851,0.194,0.937,63,1,3.661,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,310877,0,64.2,1,0.979,0.000,0.000,1,6.367,0.011,0.073,14.0,1,4.851,0.194,0.944,63,1,3.661,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,320901,0,64.2,1,0.987,0.000,0.000,1,6.361,0.011,0.073,14.0,1,4.847,0.194,0.943,63,1,3.661,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,330950,0,64.2,1,0.987,0.000,0.000,1,6.355,0.011,0.073,14.0,1,4.849,0.194,0.945,63,1,3.660,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,340961,0,64.2,1,0.987,0.000,0.000,1,6.349,0.011,0.073,14.0,1,4.849,0.194,0.945,63,1,3.660,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,350997,0,64.2,1,0.983,0.000,0.000,1,6.343,0.011,0.073,13.9,1,4.851,0.194,0.947,63,1,3.660,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,361024,0,64.2,1,0.983,0.000,0.000,1,6.338,0.011,0.073,13.9,1,4.850,0.194,0.944,63,1,3.660,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,371067,0,64.2,1,0.986,0.000,0.000,1,6.331,0.011,0.073,13.9,1,4.849,0.194,0.944,63,1,3.660,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,381112,0,64.2,1,0.985,0.000,0.000,1,6.324,0.011,0.073,13.9,1,4.850,0.194,0.945,63,1,3.660,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,391135,0,64.2,1,0.981,0.000,0.000,1,6.318,0.011,0.073,13.9,1,4.852,0.194,0.948,63,1,3.659,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,401136,0,63.3,1,0.986,0.000,0.000,1,6.309,0.011,0.072,13.9,1,4.849,0.194,0.943,63,1,3.659,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,411180,0,64.2,1,0.986,0.000,0.000,1,6.305,0.011,0.072,13.9,1,4.849,0.194,0.944,63,1,3.659,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,421201,0,64.2,1,0.982,0.000,0.000,1,6.297,0.011,0.072,13.9,1,4.850,0.194,0.946,63,1,3.659,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,431245,0,64.2,1,0.979,0.000,0.000,1,6.289,0.011,0.072,13.9,1,4.852,0.194,0.948,63,1,3.659,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,441299,0,64.2,1,0.977,0.000,0.000,1,6.283,0.011,0.072,13.9,1,4.851,0.194,0.947,63,1,3.658,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,451309,0,64.2,1,0.984,0.000,0.000,1,6.275,0.011,0.072,13.9,1,4.850,0.194,0.944,63,1,3.658,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,461341,0,64.2,1,0.982,0.000,0.000,1,6.267,0.011,0.072,13.9,1,4.850,0.194,0.947,63,1,3.658,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,471373,0,64.2,1,0.982,0.000,0.000,1,6.260,0.011,0.072,13.9,1,4.850,0.194,0.946,63,1,3.658,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,481410,0,64.2,1,0.986,0.000,0.000,1,6.251,0.011,0.072,13.9,1,4.849,0.194,0.945,63,1,3.658,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,491444,0,64.2,1,0.990,0.000,0.000,1,6.244,0.011,0.072,13.9,1,4.847,0.194,0.944,63,1,3.658,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,501452,0,64.2,1,0.989,0.000,0.000,1,6.235,0.011,0.072,13.9,1,4.850,0.194,0.946,63,1,3.656,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,511510,0,64.2,1,0.986,0.000,0.000,1,6.226,0.011,0.071,13.9,1,4.850,0.194,0.946,63,1,3.658,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,521547,0,64.2,1,0.983,0.000,0.000,1,6.220,0.011,0.071,13.9,1,4.851,0.194,0.946,63,1,3.658,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,531558,0,64.2,1,0.983,0.000,0.000,1,6.213,0.011,0.071,13.9,1,4.852,0.194,0.948,63,1,3.658,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,541583,0,64.2,1,0.991,0.000,0.000,1,6.205,0.011,0.071,13.9,1,4.847,0.194,0.946,63,1,3.658,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,551628,0,64.2,1,0.988,0.000,0.000,1,6.194,0.011,0.071,13.9,1,4.848,0.194,0.945,62,1,3.658,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,561653,0,64.2,1,0.980,0.000,0.000,1,6.189,0.011,0.071,13.9,1,4.851,0.194,0.947,62,1,3.658,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,571679,0,64.2,1,0.982,0.000,0.000,1,6.180,0.011,0.071,13.9,1,4.849,0.194,0.947,62,1,3.656,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,581689,0,64.2,1,0.988,0.000,0.000,1,6.172,0.011,0.071,13.9,1,4.847,0.194,0.947,62,1,3.656,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,591715,0,64.2,1,0.983,0.000,0.000,1,6.162,0.011,0.071,13.9,1,4.850,0.194,0.948,62,1,3.656,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,601727,0,64.2,1,0.981,0.000,0.000,1,6.153,0.011,0.070,13.9,1,4.851,0.194,0.947,62,1,3.656,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,611727,0,64.2,1,0.980,0.000,0.000,1,6.143,0.011,0.070,13.9,1,4.852,0.194,0.948,62,1,3.655,6.2,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,621735,0,64.2,1,0.990,0.000,0.000,1,6.133,0.011,0.070,13.9,1,4.849,0.194,0.947,62,1,3.655,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,631741,0,64.2,1,0.986,0.000,0.000,1,6.123,0.011,0.070,13.9,1,4.849,0.194,0.947,62,1,3.655,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,641800,0,64.2,1,0.982,0.000,0.000,1,6.114,0.011,0.070,13.9,1,4.851,0.194,0.946,62,1,3.655,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,651841,0,64.2,1,0.983,0.000,0.000,1,6.102,0.011,0.070,13.9,1,4.852,0.194,0.947,62,1,3.654,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,661858,0,64.2,1,0.984,0.000,0.000,1,6.091,0.011,0.070,13.9,1,4.850,0.194,0.947,62,1,3.654,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,671901,0,64.2,1,0.987,0.000,0.000,1,6.081,0.011,0.070,13.9,1,4.849,0.194,0.947,62,1,3.654,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,681917,0,64.2,1,0.983,0.000,0.000,1,6.070,0.011,0.070,13.9,1,4.851,0.194,0.946,62,1,3.654,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,691962,0,64.2,1,0.980,0.000,0.000,1,6.057,0.011,0.069,13.9,1,4.851,0.194,0.946,62,1,3.654,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,701979,0,64.2,1,0.984,0.000,0.000,1,6.044,0.011,0.069,13.9,1,4.849,0.194,0.947,62,1,3.652,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,712008,0,64.2,1,0.983,0.000,0.000,1,6.034,0.011,0.069,13.9,1,4.848,0.194,0.946,62,1,3.652,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,722039,0,64.2,1,0.982,0.000,0.000,1,6.020,0.011,0.069,13.9,1,4.851,0.194,0.947,62,1,3.652,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,732050,0,64.2,1,0.977,0.000,0.000,1,6.009,0.011,0.069,13.9,1,4.853,0.194,0.948,62,1,3.652,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,742074,0,64.2,1,0.976,0.000,0.000,1,5.995,0.011,0.069,0.0,1,4.852,0.194,0.943,62,1,3.652,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,752124,0,65.0,1,0.987,0.000,0.000,1,5.980,0.011,0.069,0.0,1,4.849,0.193,0.935,62,1,3.652,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,762164,0,65.0,1,0.987,0.000,0.000,1,5.965,0.011,0.068,0.0,1,4.848,0.193,0.935,62,1,3.652,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,772173,0,65.0,1,0.980,0.000,0.000,1,5.952,0.011,0.068,0.0,1,4.852,0.193,0.935,62,1,3.652,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,782219,0,36.7,1,0.903,0.000,0.000,1,0.000,0.000,0.000,0.0,1,4.927,0.078,0.377,64,1,3.652,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,792236,0,50.0,1,0.856,0.000,0.000,1,0.000,0.000,0.000,0.0,1,4.975,0.000,0.000,64,1,3.652,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,802236,0,25.8,1,0.870,0.000,0.000,1,0.000,0.000,0.000,0.0,1,4.974,0.000,0.000,64,1,3.651,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,812252,0,26.7,1,0.871,0.000,0.000,1,0.000,0.000,0.000,0.0,1,4.976,0.000,0.000,64,1,3.652,6.1,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,822284,0,26.7,1,0.856,0.000,0.000,1,0.000,0.000,0.000,0.0,1,4.980,0.000,0.000,65,1,3.650,6.0,0,0,0,0,0,1,0,0,0,0,0,1"
"DATA,832298,0,51.7,1,0.855,0.000,0.000,1,0.000,0.000,0.000,0.0,1,4.981,0.000,0.000,65,1,3.650,6.0,0,0,0,0,0,1,0,0,0,0,0,1"


