record_type,tick_ms,scene_raw,lux,pv_ok,pv_v,pv_i,pv_p,home_ok,home_v,home_i,home_p,home_soc,load_ok,load_v,load_i,load_p,car_soc,s3_valid,s3_v,s3_soc,s3_state,pvsrc,hsrc,rigid,led,fan,qi,hchg,cchg,v2h,scene_id,scene_label,source_file,real_elapsed_s,real_hour,real_hour_sin,real_hour_cos,real_duration_h,home_soc_raw,human_soc,pv_surplus_w
DATA,3277991,0,490.000000,1,4.803000,0.000000,0.000000,1,7.612000,0.011000,0.083732,65.750000,1,4.841000,0.188000,0.910108,68,1,3.816000,56.600000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,3906.382979,7.085106,0.959920,-0.280275,6.000000,79.600000,56.600000,-0.910108
DATA,3288036,0,490.800000,1,4.803000,0.000000,0.000000,1,7.612000,0.011000,0.083732,65.750000,1,4.841000,0.188000,0.910108,68,1,3.816000,56.600000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,4021.276596,7.117021,0.957545,-0.288285,6.000000,79.600000,56.600000,-0.910108
DATA,3298085,0,491.700000,1,4.812000,0.000000,0.000000,1,7.612000,0.011000,0.083732,65.750000,1,4.841000,0.188000,0.910108,68,1,3.816000,56.600000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,4136.170213,7.148936,0.955102,-0.296276,6.000000,79.500000,56.600000,-0.910108
DATA,3308092,0,491.700000,1,4.820000,0.000000,0.000000,1,7.611000,0.011000,0.083721,65.687500,1,4.841000,0.188000,0.910108,68,1,3.815000,56.600000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,4251.063830,7.180851,0.952594,-0.304245,6.000000,79.500000,56.600000,-0.910108
DATA,3318107,0,492.500000,1,4.810000,0.000000,0.000000,1,7.610000,0.011000,0.083710,65.625000,1,4.840000,0.188000,0.909920,68,1,3.816000,56.300000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,4365.957447,7.212766,0.950018,-0.312194,6.000000,79.500000,56.300000,-0.909920
DATA,3328129,0,492.500000,1,4.810000,0.000000,0.000000,1,7.610000,0.011000,0.083710,65.625000,1,4.841000,0.188000,0.910108,68,1,3.815000,56.300000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,4480.851064,7.244681,0.947377,-0.320121,6.000000,79.500000,56.300000,-0.910108
DATA,3338162,0,492.500000,1,4.811000,0.000000,0.000000,1,7.610000,0.011000,0.083710,65.625000,1,4.840000,0.188000,0.909920,68,1,3.815000,56.300000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,4595.744681,7.276596,0.944669,-0.328025,6.000000,79.500000,56.300000,-0.909920
DATA,3348162,0,491.700000,1,4.828000,0.000000,0.000000,1,7.610000,0.011000,0.083710,65.625000,1,4.841000,0.188000,0.910108,68,1,3.815000,56.300000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,4710.638298,7.308511,0.941895,-0.335906,6.000000,79.500000,56.300000,-0.910108
DATA,3358188,0,492.500000,1,4.833000,0.000000,0.000000,1,7.610000,0.011000,0.083710,65.625000,1,4.841000,0.188000,0.910108,68,1,3.815000,56.300000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,4825.531915,7.340426,0.939056,-0.343764,6.000000,79.500000,56.300000,-0.910108
DATA,3368223,0,511.700000,1,4.833000,0.000000,0.000000,1,7.609000,0.011000,0.083699,65.562500,1,4.841000,0.188000,0.910108,68,1,3.815000,56.300000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,4940.425532,7.372340,0.936151,-0.351598,6.000000,79.500000,56.300000,-0.910108
DATA,3378235,0,514.200000,1,5.005000,0.000000,0.000000,1,7.609000,0.011000,0.083699,65.562500,1,4.840000,0.188000,0.909920,68,1,3.815000,56.300000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,5055.319149,7.404255,0.933181,-0.359408,6.000000,79.500000,56.300000,-0.909920
DATA,3388283,0,514.200000,1,5.037000,0.000000,0.000000,1,7.609000,0.011000,0.083699,65.562500,1,4.841000,0.188000,0.910108,68,1,3.815000,56.300000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,5170.212766,7.436170,0.930145,-0.367192,6.000000,79.500000,56.300000,-0.910108
DATA,3398328,0,514.200000,1,5.055000,0.000000,0.000000,1,7.608000,0.011000,0.083688,65.500000,1,4.841000,0.188000,0.910108,68,1,3.815000,56.300000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,5285.106383,7.468085,0.927045,-0.374951,6.000000,79.500000,56.300000,-0.910108
DATA,3408373,0,514.200000,1,5.043000,0.000000,0.000000,1,7.607000,0.011000,0.083677,65.437500,1,4.840000,0.188000,0.909920,68,1,3.815000,56.300000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,5400.000000,7.500000,0.923880,-0.382683,6.000000,79.500000,56.300000,-0.909920
DATA,3418377,0,514.200000,1,5.018000,0.000000,0.000000,1,7.607000,0.011000,0.083677,65.437500,1,4.841000,0.188000,0.910108,68,1,3.815000,56.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,5514.893617,7.531915,0.920650,-0.390389,6.000000,79.500000,56.000000,-0.910108
DATA,3428408,0,514.200000,1,5.035000,0.000000,0.000000,1,7.606000,0.011000,0.083666,65.375000,1,4.841000,0.188000,0.910108,68,1,3.814000,56.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,5629.787234,7.563830,0.917356,-0.398068,6.000000,79.500000,56.000000,-0.910108
DATA,3438433,0,515.000000,1,5.044000,0.000000,0.000000,1,7.605000,0.011000,0.083655,65.312500,1,4.841000,0.188000,0.910108,68,1,3.815000,56.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,5744.680851,7.595745,0.913998,-0.405719,6.000000,79.500000,56.000000,-0.910108
DATA,3448446,0,514.200000,1,5.045000,0.000000,0.000000,1,7.605000,0.011000,0.083655,65.312500,1,4.841000,0.188000,0.910108,68,1,3.814000,56.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,5859.574468,7.627660,0.910576,-0.413341,6.000000,79.500000,56.000000,-0.910108
DATA,3458475,0,515.000000,1,5.025000,0.000000,0.000000,1,7.605000,0.011000,0.083655,65.312500,1,4.840000,0.188000,0.909920,68,1,3.813000,56.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,5974.468085,7.659574,0.907091,-0.420935,6.000000,79.500000,56.000000,-0.909920
DATA,3468477,0,515.000000,1,5.041000,0.000000,0.000000,1,7.604000,0.011000,0.083644,65.250000,1,4.840000,0.188000,0.909920,68,1,3.813000,56.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,6089.361702,7.691489,0.903542,-0.428499,6.000000,79.500000,56.000000,-0.909920
DATA,3478504,0,491.700000,1,4.990000,0.000000,0.000000,1,7.604000,0.011000,0.083644,65.250000,1,4.840000,0.188000,0.909920,68,1,3.813000,56.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,6204.255319,7.723404,0.899931,-0.436033,6.000000,79.500000,56.000000,-0.909920
DATA,3488545,0,810.800000,1,6.090000,0.000000,0.000000,1,7.604000,0.011000,0.083644,65.250000,1,4.840000,0.188000,0.909920,68,1,3.813000,56.000000,5,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,6319.148936,7.755319,0.896256,-0.443537,6.000000,79.500000,56.000000,-0.909920
DATA,3498555,0,382.500000,1,4.346000,0.002000,0.008692,1,7.604000,0.011000,0.083644,65.250000,1,4.790000,0.184000,0.881360,68,1,3.813000,56.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,6434.042553,7.787234,0.892519,-0.451010,6.000000,79.500000,56.000000,-0.872668
DATA,3508564,0,496.700000,1,4.754000,0.000000,0.000000,1,7.603000,0.011000,0.083633,65.187500,1,4.839000,0.188000,0.909732,68,1,3.813000,55.700000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,6548.936170,7.819149,0.888719,-0.458452,6.000000,79.500000,55.700000,-0.909732
DATA,3518600,0,493.300000,1,4.829000,0.000000,0.000000,1,7.603000,0.011000,0.083633,65.187500,1,4.840000,0.188000,0.909920,68,1,3.813000,55.700000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,6663.829787,7.851064,0.884858,-0.465861,6.000000,79.500000,55.700000,-0.909920
DATA,3528625,0,528.300000,1,5.152000,0.000000,0.000000,1,7.602000,0.011000,0.083622,65.125000,1,4.840000,0.188000,0.909920,68,1,3.811000,55.700000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,6778.723404,7.882979,0.880935,-0.473238,6.000000,79.500000,55.700000,-0.909920
DATA,3538649,0,549.200000,1,5.200000,0.000000,0.000000,1,7.601000,0.011000,0.083611,65.062500,1,4.840000,0.188000,0.909920,68,1,3.811000,55.700000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,6893.617021,7.914894,0.876950,-0.480582,6.000000,79.500000,55.700000,-0.909920
DATA,3548650,0,562.500000,1,5.494000,0.000000,0.000000,1,7.601000,0.011000,0.083611,65.062500,1,4.840000,0.188000,0.909920,68,1,3.811000,55.700000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,7008.510638,7.946809,0.872904,-0.487892,6.000000,79.500000,55.700000,-0.909920
DATA,3558688,0,560.000000,1,5.475000,0.000000,0.000000,1,7.600000,0.011000,0.083600,65.000000,1,4.840000,0.188000,0.909920,68,1,3.810000,55.700000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,7123.404255,7.978723,0.868797,-0.495168,6.000000,79.500000,55.700000,-0.909920
DATA,3568714,0,575.000000,1,5.570000,0.000000,0.000000,1,7.600000,0.011000,0.083600,65.000000,1,4.839000,0.188000,0.909732,68,1,3.811000,55.700000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,7238.297872,8.010638,0.864629,-0.502410,6.000000,79.500000,55.700000,-0.909732
DATA,3578738,0,568.300000,1,5.569000,0.000000,0.000000,1,7.599000,0.011000,0.083589,64.937500,1,4.840000,0.188000,0.909920,68,1,3.810000,55.700000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,7353.191489,8.042553,0.860402,-0.509617,6.000000,79.500000,55.700000,-0.909920
DATA,3588768,0,555.000000,1,5.491000,0.000000,0.000000,1,7.598000,0.011000,0.083578,64.875000,1,4.839000,0.188000,0.909732,68,1,3.810000,55.700000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,7468.085106,8.074468,0.856114,-0.516788,6.000000,79.500000,55.700000,-0.909732
DATA,3598782,0,540.800000,1,5.399000,0.000000,0.000000,1,7.598000,0.011000,0.083578,64.875000,1,4.840000,0.188000,0.909920,68,1,3.810000,55.400000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,7582.978723,8.106383,0.851766,-0.523923,6.000000,79.500000,55.400000,-0.909920
DATA,3608782,0,536.700000,1,5.379000,0.000000,0.000000,1,7.598000,0.011000,0.083578,64.875000,1,4.839000,0.188000,0.909732,68,1,3.810000,55.400000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,7697.872340,8.138298,0.847359,-0.531021,6.000000,79.500000,55.400000,-0.909732
DATA,3618789,0,515.800000,1,5.228000,0.000000,0.000000,1,7.598000,0.011000,0.083578,64.875000,1,4.840000,0.188000,0.909920,67,1,3.810000,55.400000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,7812.765957,8.170213,0.842892,-0.538082,6.000000,79.500000,55.400000,-0.909920
DATA,3628826,0,752.500000,1,7.120000,0.000000,0.000000,1,7.597000,0.011000,0.083567,64.812500,1,4.840000,0.188000,0.909920,68,1,3.810000,55.400000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,7927.659574,8.202128,0.838367,-0.545106,6.000000,79.500000,55.400000,-0.909920
DATA,3638861,0,610.800000,1,6.026000,0.000000,0.000000,1,7.597000,0.011000,0.083567,64.812500,1,4.839000,0.188000,0.909732,67,1,3.810000,55.400000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,8042.553191,8.234043,0.833783,-0.552092,6.000000,79.500000,55.400000,-0.909732
DATA,3648908,0,635.800000,1,6.177000,0.000000,0.000000,1,7.596000,0.011000,0.083556,64.750000,1,4.840000,0.188000,0.909920,67,1,3.809000,55.400000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,8157.446809,8.265957,0.829141,-0.559039,6.000000,79.500000,55.400000,-0.909920
DATA,3658908,0,645.800000,1,6.273000,0.000000,0.000000,1,7.596000,0.011000,0.083556,64.750000,1,4.840000,0.188000,0.909920,67,1,3.810000,55.400000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,8272.340426,8.297872,0.824442,-0.565947,6.000000,79.500000,55.400000,-0.909920
DATA,3668928,0,667.500000,1,6.381000,0.000000,0.000000,1,7.596000,0.011000,0.083556,64.750000,1,4.840000,0.188000,0.909920,68,1,3.810000,55.400000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,8387.234043,8.329787,0.819684,-0.572816,6.000000,79.500000,55.400000,-0.909920
DATA,3678977,0,670.000000,1,6.557000,0.000000,0.000000,1,7.595000,0.011000,0.083545,64.687500,1,4.840000,0.188000,0.909920,67,1,3.810000,55.400000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,8502.127660,8.361702,0.814870,-0.579644,6.000000,79.500000,55.400000,-0.909920
DATA,3688977,0,670.000000,1,6.524000,0.000000,0.000000,1,7.595000,0.011000,0.083545,64.687500,1,4.839000,0.188000,0.909732,67,1,3.810000,55.400000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,8617.021277,8.393617,0.809998,-0.586433,6.000000,79.500000,55.400000,-0.909732
DATA,3699018,0,667.500000,1,6.498000,0.000000,0.000000,1,7.594000,0.011000,0.083534,64.625000,1,4.839000,0.188000,0.909732,68,1,3.810000,55.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,8731.914894,8.425532,0.805070,-0.593180,6.000000,79.500000,55.000000,-0.909732
DATA,3709061,0,667.500000,1,6.525000,0.000000,0.000000,1,7.594000,0.011000,0.083534,64.625000,1,4.839000,0.188000,0.909732,67,1,3.809000,55.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,8846.808511,8.457447,0.800086,-0.599886,6.000000,79.500000,55.000000,-0.909732
DATA,3719061,0,668.300000,1,6.520000,0.000000,0.000000,1,7.594000,0.011000,0.083534,64.625000,1,4.840000,0.188000,0.909920,67,1,3.809000,55.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,8961.702128,8.489362,0.795046,-0.606550,6.000000,79.500000,55.000000,-0.909920
DATA,3729119,0,667.500000,1,6.532000,0.000000,0.000000,1,7.593000,0.011000,0.083523,64.562500,1,4.839000,0.188000,0.909732,67,1,3.809000,55.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,9076.595745,8.521277,0.789950,-0.613171,6.000000,79.500000,55.000000,-0.909732
DATA,3739149,0,668.300000,1,6.478000,0.000000,0.000000,1,7.592000,0.011000,0.083512,64.500000,1,4.840000,0.188000,0.909920,68,1,3.809000,55.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,9191.489362,8.553191,0.784799,-0.619750,6.000000,79.500000,55.000000,-0.909920
DATA,3749150,0,664.200000,1,6.498000,0.000000,0.000000,1,7.592000,0.011000,0.083512,64.500000,1,4.840000,0.188000,0.909920,67,1,3.807000,55.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,9306.382979,8.585106,0.779594,-0.626285,6.000000,79.500000,55.000000,-0.909920
DATA,3759164,0,665.000000,1,6.484000,0.000000,0.000000,1,7.591000,0.011000,0.083501,64.437500,1,4.840000,0.188000,0.909920,67,1,3.807000,55.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,9421.276596,8.617021,0.774334,-0.632777,6.000000,79.500000,55.000000,-0.909920
DATA,3769201,0,665.000000,1,6.476000,0.000000,0.000000,1,7.591000,0.011000,0.083501,64.437500,1,4.839000,0.188000,0.909732,67,1,3.807000,55.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,9536.170213,8.648936,0.769020,-0.639225,6.000000,79.500000,55.000000,-0.909732
DATA,3779220,0,664.200000,1,6.454000,0.000000,0.000000,1,7.590000,0.011000,0.083490,64.375000,1,4.838000,0.188000,0.909544,67,1,3.807000,55.000000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,9651.063830,8.680851,0.763652,-0.645628,6.000000,79.500000,55.000000,-0.909544
DATA,3789231,0,660.800000,1,6.477000,0.000000,0.000000,1,7.588000,0.011000,0.083468,64.250000,1,4.839000,0.188000,0.909732,67,1,3.807000,54.700000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,9765.957447,8.712766,0.758231,-0.651986,6.000000,79.500000,54.700000,-0.909732
DATA,3799268,0,1271.700000,1,9.128000,0.006000,0.054768,1,7.588000,0.011000,0.083468,64.250000,1,4.840000,0.188000,0.909920,67,1,3.807000,54.700000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,9880.851064,8.744681,0.752757,-0.658298,6.000000,79.500000,54.700000,-0.855152
DATA,3809282,0,1061.700000,1,10.608000,0.168000,1.782144,1,7.616000,0.011000,0.083776,66.000000,1,4.976000,0.200000,0.995200,68,1,3.806000,54.700000,0,1,0,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,9995.744681,8.776596,0.747231,-0.664565,6.000000,79.500000,54.700000,0.786944
DATA,3819307,0,1137.500000,1,8.895000,0.780000,6.938100,1,7.770000,0.011000,0.085470,75.625000,1,4.952000,0.199000,0.985448,68,1,3.806000,54.700000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,10110.638298,8.808511,0.741652,-0.670785,6.000000,79.500000,54.700000,5.952652
DATA,3829309,0,1225.000000,1,8.335000,0.985000,8.209975,1,7.781000,0.011000,0.085591,76.312500,1,4.943000,0.198000,0.978714,68,1,3.806000,54.700000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,10225.531915,8.840426,0.736022,-0.676958,6.000000,79.500000,54.700000,7.231261
DATA,3839312,0,1220.800000,1,8.341000,0.986000,8.224226,1,7.787000,0.011000,0.085657,76.687500,1,4.944000,0.198000,0.978912,68,1,3.807000,54.700000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,10340.425532,8.872340,0.730340,-0.683084,6.000000,79.500000,54.700000,7.245314
DATA,3849327,0,1223.300000,1,8.347000,0.987000,8.238489,1,7.794000,0.011000,0.085734,77.125000,1,4.942000,0.198000,0.978516,68,1,3.806000,54.700000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,10455.319149,8.904255,0.724607,-0.689162,6.000000,79.500000,54.700000,7.259973
DATA,3859343,0,1097.500000,1,8.351000,0.988000,8.250788,1,7.797000,0.011000,0.085767,77.312500,1,4.942000,0.198000,0.978516,68,1,3.805000,54.700000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,10570.212766,8.936170,0.718824,-0.695192,6.000000,79.500000,54.700000,7.272272
DATA,3869381,0,1105.800000,1,8.353000,0.987000,8.244411,1,7.800000,0.011000,0.085800,77.500000,1,4.942000,0.198000,0.978516,68,1,3.805000,54.700000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,10685.106383,8.968085,0.712990,-0.701174,6.000000,79.500000,54.700000,7.265895
DATA,3879417,0,2192.500000,1,8.354000,0.986000,8.237044,1,7.802000,0.011000,0.085822,77.625000,1,4.942000,0.198000,0.978516,68,1,3.805000,54.400000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,10800.000000,9.000000,0.707107,-0.707107,6.000000,79.500000,54.400000,7.258528
DATA,3889426,0,1107.500000,1,8.354000,0.985000,8.228690,1,7.805000,0.011000,0.085855,77.812500,1,4.942000,0.198000,0.978516,68,1,3.805000,54.400000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,10914.893617,9.031915,0.701174,-0.712990,6.000000,79.500000,54.400000,7.250174
DATA,3899459,0,1092.500000,1,8.357000,0.986000,8.240002,1,7.807000,0.011000,0.085877,77.937500,1,4.941000,0.198000,0.978318,68,1,3.805000,54.400000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,11029.787234,9.063830,0.695192,-0.718824,6.000000,79.500000,54.400000,7.261684
DATA,3909502,0,1150.800000,1,8.361000,0.987000,8.252307,1,7.809000,0.011000,0.085899,78.062500,1,4.942000,0.198000,0.978516,68,1,3.805000,54.400000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,11144.680851,9.095745,0.689162,-0.724607,6.000000,79.500000,54.400000,7.273791
DATA,3919532,0,1133.300000,1,8.365000,0.988000,8.264620,1,7.811000,0.011000,0.085921,78.187500,1,4.942000,0.198000,0.978516,68,1,3.805000,54.400000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,11259.574468,9.127660,0.683084,-0.730340,6.000000,79.500000,54.400000,7.286104
DATA,3929535,0,1145.800000,1,8.364000,0.987000,8.255268,1,7.812000,0.011000,0.085932,78.250000,1,4.942000,0.198000,0.978516,68,1,3.805000,54.400000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,11374.468085,9.159574,0.676958,-0.736022,6.000000,79.500000,54.400000,7.276752
DATA,3939551,0,1144.200000,1,8.366000,0.988000,8.265608,1,7.814000,0.011000,0.085954,78.375000,1,4.941000,0.198000,0.978318,68,1,3.804000,54.400000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,11489.361702,9.191489,0.670785,-0.741652,6.000000,79.500000,54.400000,7.287290
DATA,3949568,0,1142.500000,1,8.367000,0.988000,8.266596,1,7.815000,0.011000,0.085965,78.437500,1,4.941000,0.198000,0.978318,68,1,3.804000,54.400000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,11604.255319,9.223404,0.664565,-0.747231,6.000000,79.500000,54.400000,7.288278
DATA,3959585,0,733.300000,1,7.615000,0.622000,4.736530,1,7.656000,0.011000,0.084216,68.500000,1,4.942000,0.198000,0.978516,68,1,3.804000,54.100000,0,1,0,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,11719.148936,9.255319,0.658298,-0.752757,6.000000,79.500000,54.100000,3.758014
DATA,3969600,0,912.500000,1,7.881000,0.000000,0.000000,1,7.630000,0.011000,0.083930,66.875000,1,4.838000,0.188000,0.909544,67,1,3.804000,54.100000,0,0,1,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,11834.042553,9.287234,0.651986,-0.758231,6.000000,79.500000,54.100000,-0.909544
DATA,3979662,0,996.700000,1,9.447000,0.186000,1.757142,1,7.654000,0.011000,0.084194,68.375000,1,4.967000,0.199000,0.988433,68,1,3.804000,54.100000,0,1,0,1,0,0,0,0,0,0,2,T2_dawn_weak_light,场景12.CSV,11948.936170,9.319149,0.645628,-0.763652,6.000000,79.500000,54.100000,0.768709
DATA,3989684,0,962.500000,1,8.519000,0.886000,7.547834,1,7.801000,0.011000,0.085811,77.562500,1,4.945000,0.198000,0.979110,68,1,3.803000,54.100000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,12063.829787,9.351064,0.639225,-0.769020,6.000000,79.500000,54.100000,6.568724
DATA,3999693,0,973.300000,1,8.356000,0.986000,8.239016,1,7.807000,0.011000,0.085877,77.937500,1,4.942000,0.198000,0.978516,68,1,3.803000,54.100000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,12178.723404,9.382979,0.632777,-0.774334,6.000000,79.500000,54.100000,7.260500
DATA,4009723,0,985.800000,1,8.361000,0.986000,8.243946,1,7.811000,0.011000,0.085921,78.187500,1,4.942000,0.198000,0.978516,68,1,3.803000,54.100000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,12293.617021,9.414894,0.626285,-0.779594,6.000000,79.500000,54.100000,7.265430
DATA,4019748,0,999.200000,1,8.362000,0.987000,8.253294,1,7.814000,0.011000,0.085954,78.375000,1,4.940000,0.198000,0.978120,68,1,3.803000,54.100000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,12408.510638,9.446809,0.619750,-0.784799,6.000000,79.500000,54.100000,7.275174
DATA,4029778,0,972.500000,1,8.363000,0.987000,8.254281,1,7.815000,0.011000,0.085965,78.437500,1,4.941000,0.198000,0.978318,68,1,3.803000,54.100000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,12523.404255,9.478723,0.613171,-0.789950,6.000000,79.400000,54.100000,7.275963
DATA,4039805,0,996.700000,1,8.365000,0.987000,8.256255,1,7.815000,0.011000,0.085965,78.437500,1,4.941000,0.198000,0.978318,68,1,3.803000,54.100000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,12638.297872,9.510638,0.606550,-0.795046,6.000000,79.400000,54.100000,7.277937
DATA,4049812,0,999.200000,1,8.366000,0.986000,8.248876,1,7.817000,0.011000,0.085987,78.562500,1,4.941000,0.198000,0.978318,68,1,3.803000,53.800000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,12753.191489,9.542553,0.599886,-0.800086,6.000000,79.400000,53.800000,7.270558
DATA,4059843,0,998.300000,1,8.369000,0.988000,8.268572,1,7.819000,0.011000,0.086009,78.687500,1,4.941000,0.198000,0.978318,68,1,3.803000,53.800000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,12868.085106,9.574468,0.593180,-0.805070,6.000000,79.400000,53.800000,7.290254
DATA,4069843,0,970.000000,1,8.371000,0.987000,8.262177,1,7.821000,0.011000,0.086031,78.812500,1,4.941000,0.198000,0.978318,68,1,3.803000,53.800000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,12982.978723,9.606383,0.586433,-0.809998,6.000000,79.400000,53.800000,7.283859
DATA,4079848,0,998.300000,1,8.372000,0.988000,8.271536,1,7.823000,0.011000,0.086053,78.937500,1,4.941000,0.198000,0.978318,68,1,3.803000,53.800000,0,1,0,1,0,0,0,1,0,0,2,T2_dawn_weak_light,场景12.CSV,13097.872340,9.638298,0.579644,-0.814870,6.000000,79.400000,53.800000,7.293218
